"Latitude_WGS84";"Name";"AdmArea";"District";"Location";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"global_id";"Latitude_WGS84_en";"Name_en";"AdmArea_en";"District_en";"Location_en";"NumberOfAccessPoints_en";"WiFiName_en";"CoverageArea_en";"FunctionFlag_en";"AccessFlag_en";"Password_en";"Longitude_WGS84_en";"geodata_center";"geoarea";
"55.762018592";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Большая Дмитровка, дом 16, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.614081421";"282751905";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.76200961";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Большая Дмитровка, дом 16, корпус 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.614081739";"282751906";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.76483408";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Большая Дмитровка, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611144398";"282751907";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.770259078";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Малая Дмитровка, дом 23/15, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604559068";"282751915";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.722882143";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Доватора, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.566221441";"282751923";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.774273039";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Долгоруковская улица, дом 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604304038";"282751924";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.776054895";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Долгоруковская улица, дом 25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60294892";"282751925";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.776037111";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Долгоруковская улица, дом 25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602965499";"282751926";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777045985";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Долгоруковская улица, дом 29";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602387308";"282751927";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777772488";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Долгоруковская улица, дом 38, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602265638";"282751928";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.71900424";"Городской Wi-Fi";"Южный административный округ";"Донской район";"город Москва, Донская улица, дом 24";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604031142";"282751933";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.717810203";"Городской Wi-Fi";"Южный административный округ";"Донской район";"город Москва, Донская улица, дом 28";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.603341422";"282751934";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746306131";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.562080537";"282751938";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746465308";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 11";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.553439738";"282751942";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746716459";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 16";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.557986922";"282751943";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746159742";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.557258677";"282751944";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.745516629";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.569119315";"282751948";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.74638896";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Большая Дорогомиловская улица, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.566092249";"282751950";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.782444208";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Достоевского, дом 1/21, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611682039";"282751952";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.782600313";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Достоевского, дом 1/21, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.611182154";"282751953";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.784902656";"Городской Wi-Fi";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, улица Достоевского, дом 31, корпус 7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605789827";"282751954";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.727235625";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Дубининская улица, дом 11, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637638857";"282751955";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.728108386";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Дубининская улица, дом 11, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.638547976";"282751956";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.728108563";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Дубининская улица, дом 11, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.638563894";"282751957";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.731627246";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, 1-я Дубровская улица, дом 1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.668540331";"282751963";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.779213765";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, улица Дурова, дом 5, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.623277195";"282751964";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.772605953";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Елоховский проезд, дом 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.673679835";"282751965";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.76393685";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Ермолаевский переулок, дом 10/7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.59074295";"282751966";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.73020791";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Житная улица, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.618935136";"282751978";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.762872404";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Жуковского, дом 8, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646341806";"282751982";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.762863597";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Жуковского, дом 8, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.646358049";"282751983";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.732189243";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, улица Зацепский Вал, дом 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.64026923";"282751984";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.739252087";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, 1-й Зачатьевский переулок, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60576138";"282751989";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.761297226";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Бронная улица, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.598806955";"282752057";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.761310502";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.596033339";"282752058";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.761328468";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.596032694";"282752059";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.762565213";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малая Бронная улица, дом 21/13, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.594952273";"282752061";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.76005382";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Брюсов переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609593121";"282752068";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.760035675";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Брюсов переулок, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60957783";"282752069";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.759620058";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607791754";"282752070";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.75720696";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 1Б, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604993333";"282752073";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.758009002";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 2/14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605984618";"282752074";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.758000019";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 2/14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.605984938";"282752075";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.75921259";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Брюсов переулок, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607519412";"282752076";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777001043";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Бутырский Вал, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.585105622";"282752077";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.707570382";"Городской Wi-Fi";"Южный административный округ";"Донской район";"город Москва, улица Вавилова, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.588809659";"282752079";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.707835814";"Городской Wi-Fi";"Южный административный округ";"Донской район";"город Москва, улица Вавилова, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.589229818";"282752080";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.730604932";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 20";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629511245";"282752084";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.730870631";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 2-4/44, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.636429349";"282752087";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.731010526";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633653498";"282752089";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.730763454";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Валовая улица, дом 8/18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.631639648";"282752091";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.752292663";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Варварка, дом 4А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.625834963";"282752092";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.763344146";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Варсонофьевский переулок, дом 4, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.62488842";"282752093";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.771324255";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Васильевская улица, дом 4";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.587670659";"282752098";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.672807033";"Городской Wi-Fi";"Западный административный округ";"район Проспект Вернадского";"город Москва, проспект Вернадского, дом 56";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.495414379";"282752099";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.778921366";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Весковский переулок, дом 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600566254";"282752101";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.735762638";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Вишняковский переулок, дом 23-25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629473849";"282752103";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.735753477";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Вишняковский переулок, дом 23-25";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629458243";"282752104";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.752757634";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Воздвиженка, дом 8/1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607271382";"282752116";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.758334794";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вознесенский переулок, дом 9, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604602469";"282752122";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.747540516";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 10";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607616584";"282752128";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746260601";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606483247";"282752129";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746174205";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606789023";"282752130";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746402156";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 13";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606287023";"282752131";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.743453542";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606981558";"282752132";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744852509";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604350912";"282752134";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744852871";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604382761";"282752135";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744807957";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, улица Волхонка, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604384364";"282752136";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.754570714";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, улица Воронцово Поле, дом 18";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.655489066";"282752142";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.769694411";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 5/9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602315621";"282752144";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.769685066";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Воротниковский переулок, дом 5/9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602284074";"282752145";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.742810714";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Всеволожский переулок, дом 2, строение 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.598657127";"282752149";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.761055179";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Вспольный переулок, дом 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.58786658";"282752150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744482186";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, улица Высоцкого, дом 3, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.651662223";"282752154";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744649531";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 19/3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595213888";"282752155";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744785343";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592946826";"282752156";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.744785161";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592930902";"282752157";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.74483087";"Городской Wi-Fi";"Центральный административный округ";"район Хамовники";"город Москва, Гагаринский переулок, дом 8А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.596927905";"282752161";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.756806505";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Газетный переулок, дом 1/12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607716702";"282752162";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.756797342";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Газетный переулок, дом 1/12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607701093";"282752163";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.769867687";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591517311";"282752164";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.769858705";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 11";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591517635";"282752165";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.768950064";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, улица Гашека, дом 9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.589860685";"282752166";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.759468222";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Георгиевский переулок, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61582931";"282752167";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.763703526";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Глинищевский переулок, дом 5/7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61129616";"282752168";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.762269843";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Гнездниковский переулок, дом 9, строение 7";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606103536";"282752171";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.749519927";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Знаменка, дом 19, строение 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600710921";"282752175";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.748571762";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 25, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599518069";"282752177";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.74856278";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 25, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.599518391";"282752178";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.750833299";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Гоголевский бульвар, дом 33/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.600042503";"282752179";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.739255965";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Голиковский переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626850636";"282752185";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.769128706";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Малый Головин переулок, дом 10, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634328896";"282752189";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.743084029";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 23, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649543958";"282752196";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.746158646";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарная улица, дом 3, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.645582378";"282752197";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.739257169";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 6, строение 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649660196";"282752204";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.740187936";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 8/40";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650950147";"282752205";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.740178953";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Гончарный проезд, дом 8/40";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.650950457";"282752206";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.759610203";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Гранатный переулок, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590373088";"282752209";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777372418";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Грохольский переулок, дом 32, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.643559177";"282752214";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777031918";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Грохольский переулок, дом 5, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637958754";"282752215";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.777031741";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Грохольский переулок, дом 5, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.637942816";"282752216";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"55.762572329";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большая Грузинская улица, дом 1, строение 10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.579157335";"282752217";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
