"Latitude_WGS84";"Name";"AdmArea";"District";"Location";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"55.745759802";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Кадашёвская набережная, дом 36, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.625045013";"796202040";"{""coordinates"":[37.625045013,55.745759802],""type"":""Point""}";"";
"55.770769144";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Каланчёвская улица, дом 4/2, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.651870768";"796202041";"{""coordinates"":[37.651870768,55.770769144],""type"":""Point""}";"";
"55.745768784";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Кадашёвская набережная, дом 36, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.625044697";"796202042";"{""coordinates"":[37.625044697,55.745768784],""type"":""Point""}";"";
"55.771727804";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Каланчёвский тупик, дом 3-5, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.654069514";"796202043";"{""coordinates"":[37.654069514,55.771727804],""type"":""Point""}";"";
"55.762652855";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.663227746";"796202044";"{""coordinates"":[37.663227746,55.762652855],""type"":""Point""}";"";
"55.77174577";"Городской Wi-Fi";"Центральный административный округ";"Красносельский район";"город Москва, Каланчёвский тупик, дом 3-5, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.654068895";"796202045";"{""coordinates"":[37.654068895,55.77174577],""type"":""Point""}";"";
"55.763035506";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.663708735";"796202046";"{""coordinates"":[37.663708735,55.763035506],""type"":""Point""}";"";
"55.753781843";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Калашный переулок, дом 2/10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602502338";"796202047";"{""coordinates"":[37.602502338,55.753781843],""type"":""Point""}";"";
"55.762557509";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.663549767";"796202048";"{""coordinates"":[37.663549767,55.762557509],""type"":""Point""}";"";
"55.753790101";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Калашный переулок, дом 2/10";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602438304";"796202049";"{""coordinates"":[37.602438304,55.753790101],""type"":""Point""}";"";
"55.763271506";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.664752586";"796202050";"{""coordinates"":[37.664752586,55.763271506],""type"":""Point""}";"";
"55.754209567";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Калашный переулок, дом 4/1, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602184284";"796202051";"{""coordinates"":[37.602184284,55.754209567],""type"":""Point""}";"";
"55.763244211";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, улица Казакова, дом 15, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.664721642";"796202052";"{""coordinates"":[37.664721642,55.763244211],""type"":""Point""}";"";
"55.754815674";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Никитский бульвар, дом 10";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.601748296";"796202053";"{""coordinates"":[37.601748296,55.754815674],""type"":""Point""}";"";
"55.748454121";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Калошин переулок, дом 6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592368661";"796202054";"{""coordinates"":[37.592368661,55.748454121],""type"":""Point""}";"";
"55.732578556";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Казанский переулок, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.614790344";"796202055";"{""coordinates"":[37.614790344,55.732578556],""type"":""Point""}";"";
"55.748481251";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Калошин переулок, дом 6, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592383617";"796202056";"{""coordinates"":[37.592383617,55.748481251],""type"":""Point""}";"";
"55.732569573";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Казанский переулок, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.614790662";"796202057";"{""coordinates"":[37.614790662,55.732569573],""type"":""Point""}";"";
"55.765729";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Пушкинская площадь, дом 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.607229";"796202058";"{""coordinates"":[37.607229,55.765729],""type"":""Point""}";"";
"55.756853453";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Казарменный переулок, дом 10, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.651410684";"796202059";"{""coordinates"":[37.651410684,55.756853453],""type"":""Point""}";"";
"55.730120889";"Городской Wi-Fi";"Центральный административный округ";"район Якиманка";"город Москва, Калужская площадь, дом 1, сооружение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61280715";"796202060";"{""coordinates"":[37.61280715,55.730120889],""type"":""Point""}";"";
"55.756853279";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Казарменный переулок, дом 10, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.651394754";"796202061";"{""coordinates"":[37.651394754,55.756853279],""type"":""Point""}";"";
"55.750394535";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, переулок Каменная Слобода, дом 6/2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.58683371";"796202062";"{""coordinates"":[37.58683371,55.750394535],""type"":""Point""}";"";
"55.756421352";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Казарменный переулок, дом 4, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649704566";"796202063";"{""coordinates"":[37.649704566,55.756421352],""type"":""Point""}";"";
"55.750394901";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, переулок Каменная Слобода, дом 6/2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.586865563";"796202064";"{""coordinates"":[37.586865563,55.750394901],""type"":""Point""}";"";
"55.756505348";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Казарменный переулок, дом 4, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.649988502";"796202065";"{""coordinates"":[37.649988502,55.756505348],""type"":""Point""}";"";
"55.736471328";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, улица Большие Каменщики, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.656206956";"796202066";"{""coordinates"":[37.656206956,55.736471328],""type"":""Point""}";"";
"55.75989142";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Большой Казённый переулок, дом 1/2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.653106697";"796202067";"{""coordinates"":[37.653106697,55.75989142],""type"":""Point""}";"";
"55.736462519";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, улица Большие Каменщики, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.656223186";"796202068";"{""coordinates"":[37.656223186,55.736462519],""type"":""Point""}";"";
"55.75949841";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Камергерский переулок, дом 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.612927742";"796202069";"{""coordinates"":[37.612927742,55.75949841],""type"":""Point""}";"";
"55.759882263";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Большой Казённый переулок, дом 1/2, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.653091076";"796202070";"{""coordinates"":[37.653091076,55.759882263],""type"":""Point""}";"";
"55.760058934";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Камергерский переулок, дом 4, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.614023436";"796202071";"{""coordinates"":[37.614023436,55.760058934],""type"":""Point""}";"";
"55.760253437";"Городской Wi-Fi";"Центральный административный округ";"Басманный район";"город Москва, Большой Казённый переулок, дом 9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.65580351";"796202072";"{""coordinates"":[37.65580351,55.760253437],""type"":""Point""}";"";
"55.77184758";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Каретный переулок, дом 20, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.616299281";"796202073";"{""coordinates"":[37.616299281,55.77184758],""type"":""Point""}";"";
"55.771811828";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Каретный переулок, дом 20, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61631649";"796202074";"{""coordinates"":[37.61631649,55.771811828],""type"":""Point""}";"";
"55.770005955";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Каретный переулок, дом 4, строение 7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.616348585";"796202075";"{""coordinates"":[37.616348585,55.770005955],""type"":""Point""}";"";
"55.770716661";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Большой Каретный переулок, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.616419055";"796202076";"{""coordinates"":[37.616419055,55.770716661],""type"":""Point""}";"";
"55.771236231";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Каретный переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.615476037";"796202077";"{""coordinates"":[37.615476037,55.771236231],""type"":""Point""}";"";
"55.771245213";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Каретный переулок, дом 14, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.615475718";"796202078";"{""coordinates"":[37.615475718,55.771245213],""type"":""Point""}";"";
"55.771273779";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Каретный переулок, дом 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.613226939";"796202079";"{""coordinates"":[37.613226939,55.771273779],""type"":""Point""}";"";
"55.771273599";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Малый Каретный переулок, дом 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.613211004";"796202080";"{""coordinates"":[37.613211004,55.771273599],""type"":""Point""}";"";
"55.77167973";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.610183586";"796202081";"{""coordinates"":[37.610183586,55.77167973],""type"":""Point""}";"";
"55.770767825";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 15А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.61059863";"796202082";"{""coordinates"":[37.61059863,55.770767825],""type"":""Point""}";"";
"55.769571847";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609732542";"796202083";"{""coordinates"":[37.609732542,55.769571847],""type"":""Point""}";"";
"55.770121558";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.609075328";"796202084";"{""coordinates"":[37.609075328,55.770121558],""type"":""Point""}";"";
"55.770118312";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608788503";"796202085";"{""coordinates"":[37.608788503,55.770118312],""type"":""Point""}";"";
"55.770679889";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608385907";"796202086";"{""coordinates"":[37.608385907,55.770679889],""type"":""Point""}";"";
"55.770734145";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 3, строение 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608415856";"796202087";"{""coordinates"":[37.608415856,55.770734145],""type"":""Point""}";"";
"55.772895929";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 5/10, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608864922";"796202088";"{""coordinates"":[37.608864922,55.772895929],""type"":""Point""}";"";
"55.772887307";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, улица Каретный Ряд, дом 5/10, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.608897113";"796202089";"{""coordinates"":[37.608897113,55.772887307],""type"":""Point""}";"";
"55.754002743";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Большой Кисловский переулок, дом 4, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606127524";"796202090";"{""coordinates"":[37.606127524,55.754002743],""type"":""Point""}";"";
"55.770721527";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Средний Каретный переулок, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.615255162";"796202091";"{""coordinates"":[37.615255162,55.770721527],""type"":""Point""}";"";
"55.754047656";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Большой Кисловский переулок, дом 4, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606125922";"796202092";"{""coordinates"":[37.606125922,55.754047656],""type"":""Point""}";"";
"55.753975434";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Большой Кисловский переулок, дом 4, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.606096629";"796202093";"{""coordinates"":[37.606096629,55.753975434],""type"":""Point""}";"";
"55.749278314";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Карманицкий переулок, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.58666694";"796202094";"{""coordinates"":[37.58666694,55.749278314],""type"":""Point""}";"";
"55.756093458";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Малый Кисловский переулок, дом 9, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.602690574";"796202095";"{""coordinates"":[37.602690574,55.756093458],""type"":""Point""}";"";
"55.749278497";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Карманицкий переулок, дом 3";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.586682866";"796202096";"{""coordinates"":[37.586682866,55.749278497],""type"":""Point""}";"";
"55.754260052";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Нижний Кисловский переулок, дом 8/2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.604253988";"796202097";"{""coordinates"":[37.604253988,55.754260052],""type"":""Point""}";"";
"55.748930014";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Карманицкий переулок, дом 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.585293401";"796202098";"{""coordinates"":[37.585293401,55.748930014],""type"":""Point""}";"";
"55.754259871";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Нижний Кисловский переулок, дом 8/2, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.60423806";"796202099";"{""coordinates"":[37.60423806,55.754259871],""type"":""Point""}";"";
"55.752178446";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Китайгородский проезд, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634937166";"796202100";"{""coordinates"":[37.634937166,55.752178446],""type"":""Point""}";"";
"55.748911499";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, Карманицкий переулок, дом 5";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.585246273";"796202101";"{""coordinates"":[37.585246273,55.748911499],""type"":""Point""}";"";
"55.752178269";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Китайгородский проезд, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.634921238";"796202102";"{""coordinates"":[37.634921238,55.752178269],""type"":""Point""}";"";
"55.739265485";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Киевская улица, дом 18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.548720416";"796202103";"{""coordinates"":[37.548720416,55.739265485],""type"":""Point""}";"";
"55.751638325";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Китайгородский проезд, дом 7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633235207";"796202104";"{""coordinates"":[37.633235207,55.751638325],""type"":""Point""}";"";
"55.739256315";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Киевская улица, дом 18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.548704828";"796202105";"{""coordinates"":[37.548704828,55.739256315],""type"":""Point""}";"";
"55.751620183";"Городской Wi-Fi";"Центральный административный округ";"Таганский район";"город Москва, Китайгородский проезд, дом 7, строение 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.633219908";"796202106";"{""coordinates"":[37.633219908,55.751620183],""type"":""Point""}";"";
"55.740847909";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.63100003";"796202107";"{""coordinates"":[37.63100003,55.740847909],""type"":""Point""}";"";
"55.738935858";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Киевская улица, дом 20";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.547442435";"796202108";"{""coordinates"":[37.547442435,55.738935858],""type"":""Point""}";"";
"55.738936047";"Городской Wi-Fi";"Западный административный округ";"район Дорогомилово";"город Москва, Киевская улица, дом 20";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.547458356";"796202109";"{""coordinates"":[37.547458356,55.738936047],""type"":""Point""}";"";
"55.740847731";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 1, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.630984107";"796202110";"{""coordinates"":[37.630984107,55.740847731],""type"":""Point""}";"";
"55.741182805";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 14";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626384736";"796202111";"{""coordinates"":[37.626384736,55.741182805],""type"":""Point""}";"";
"55.764865457";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Малый Кисельный переулок, дом 1/9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626731606";"796202112";"{""coordinates"":[37.626731606,55.764865457],""type"":""Point""}";"";
"55.740954593";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 14";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.62687063";"796202113";"{""coordinates"":[37.62687063,55.740954593],""type"":""Point""}";"";
"55.764837797";"Городской Wi-Fi";"Центральный административный округ";"Мещанский район";"город Москва, Малый Кисельный переулок, дом 1/9";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.626668823";"796202114";"{""coordinates"":[37.626668823,55.764837797],""type"":""Point""}";"";
"55.740845177";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629948801";"796202115";"{""coordinates"":[37.629948801,55.740845177],""type"":""Point""}";"";
"55.740836549";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, Климентовский переулок, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629980961";"796202116";"{""coordinates"":[37.629980961,55.740836549],""type"":""Point""}";"";
"55.764258857";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Большой Козихинский переулок, дом 19/6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595321707";"796202117";"{""coordinates"":[37.595321707,55.764258857],""type"":""Point""}";"";
"55.762498804";"Городской Wi-Fi";"Центральный административный округ";"Пресненский район";"город Москва, Красногвардейский бульвар, дом 15, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.544462636";"796202132";"{""coordinates"":[37.544462636,55.762498804],""type"":""Point""}";"";
"55.776720245";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595096674";"870358121";"{""coordinates"":[37.595096674,55.776720245],""type"":""Point""}";"";
"55.776711444";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595112935";"870358122";"{""coordinates"":[37.595112935,55.776711444],""type"":""Point""}";"";
"55.778760253";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.594321704";"870358123";"{""coordinates"":[37.594321704,55.778760253],""type"":""Point""}";"";
"55.778277326";"Городской Wi-Fi";"Центральный административный округ";"Тверской район";"город Москва, Миусская площадь, дом 6, строение 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.595311705";"870358124";"{""coordinates"":[37.595311705,55.778277326],""type"":""Point""}";"";
"55.753228213";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.59335992";"870358125";"{""coordinates"":[37.59335992,55.753228213],""type"":""Point""}";"";
"55.7532123";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 18";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.592754989";"870358126";"{""coordinates"":[37.592754989,55.7532123],""type"":""Point""}";"";
"55.753451039";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 24/2, строение 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591630985";"870358127";"{""coordinates"":[37.591630985,55.753451039],""type"":""Point""}";"";
"55.753326231";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 24/2, строение 1А";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.590934372";"870358128";"{""coordinates"":[37.590934372,55.753326231],""type"":""Point""}";"";
"55.753433713";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 30/7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.589337058";"870358129";"{""coordinates"":[37.589337058,55.753433713],""type"":""Point""}";"";
"55.753424547";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Большая Молчановка, дом 30/7, строение 1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.589321454";"870358130";"{""coordinates"":[37.589321454,55.753424547],""type"":""Point""}";"";
"55.754100706";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Малая Молчановка, дом 8, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591862528";"870358132";"{""coordinates"":[37.591862528,55.754100706],""type"":""Point""}";"";
"55.754047176";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Малая Молчановка, дом 8, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591896326";"870358134";"{""coordinates"":[37.591896326,55.754047176],""type"":""Point""}";"";
"55.754056159";"Городской Wi-Fi";"Центральный административный округ";"район Арбат";"город Москва, улица Малая Молчановка, дом 8, строение 2";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.591896002";"870358135";"{""coordinates"":[37.591896002,55.754056159],""type"":""Point""}";"";
"55.73266866";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, 1-й Монетчиковский переулок, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629231898";"870358136";"{""coordinates"":[37.629231898,55.73266866],""type"":""Point""}";"";
"55.73243191";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, 1-й Монетчиковский переулок, дом 8";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.628953532";"870358137";"{""coordinates"":[37.628953532,55.73243191],""type"":""Point""}";"";
"55.732076863";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, 3-й Монетчиковский переулок, дом 10/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629348191";"870358138";"{""coordinates"":[37.629348191,55.732076863],""type"":""Point""}";"";
"55.732058897";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, 3-й Монетчиковский переулок, дом 10/1";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629348821";"870358139";"{""coordinates"":[37.629348821,55.732058897],""type"":""Point""}";"";
"55.731254356";"Городской Wi-Fi";"Центральный административный округ";"район Замоскворечье";"город Москва, 3-й Монетчиковский переулок, дом 17";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"37.629727369";"870358140";"{""coordinates"":[37.629727369,55.731254356],""type"":""Point""}";"";
